infinitive_english,infinitive,mood,mood_english,tense,tense_english,verb_english,1st person singular,2nd person singular,3rd person singular,1st person plural,2nd person plural,third person plural,gerund,pastparticiple
"to entertain, amuse",entretener,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,I had entertained,había entretenido,habías entretenido,había entretenido,habíamos entretenido,habíais entretenido,habían entretenido,entreteniendo,entretenido
"to entertain, amuse",entretener,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),I had entertained,hube entretenido,hubiste entretenido,hubo entretenido,hubimos entretenido,hubisteis entretenido,hubieron entretenido,entreteniendo,entretenido
"to entertain, amuse",entretener,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,I would have entertained,habría entretenido,habrías entretenido,habría entretenido,habríamos entretenido,habríais entretenido,habrían entretenido,entreteniendo,entretenido
"to entertain, amuse",entretener,Subjuntivo,Subjunctive,Presente,Present,"I entertain, am entertaining",entretenga,entretengas,entretenga,entretengamos,entretengáis,entretengan,entreteniendo,entretenido
"to entertain, amuse",entretener,Subjuntivo,Subjunctive,Imperfecto,Imperfect,"I entertained, was entertaining",entretuviera,entretuvieras,entretuviera,entretuviéramos,entretuvierais,entretuvieran,entreteniendo,entretenido
"to entertain, amuse",entretener,Subjuntivo,Subjunctive,Futuro,Future,I will entertain,entretuviere,entretuvieres,entretuviere,entretuviéremos,entretuviereis,entretuvieren,entreteniendo,entretenido
"to entertain, amuse",entretener,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,"I have entertained, entertained",haya entretenido,hayas entretenido,haya entretenido,hayamos entretenido,hayáis entretenido,hayan entretenido,entreteniendo,entretenido
"to entertain, amuse",entretener,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,I will have entertained,hubiere entretenido,hubieres entretenido,hubiere entretenido,hubiéremos entretenido,hubiereis entretenido,hubieren entretenido,entreteniendo,entretenido
"to entertain, amuse",entretener,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,I had entertained,hubiera entretenido,hubieras entretenido,hubiera entretenido,hubiéramos entretenido,hubierais entretenido,hubieran entretenido,entreteniendo,entretenido
"to entertain, amuse",entretener,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,Entertain! Don't entertain!,,entretén,entretened,,entretenga,entretengan,entreteniendo,entretenido
"to entertain, amuse",entretener,Imperativo Negativo,Imperative Negative,Presente,Present,Entertain! Don't entertain!,,no entretengas,no entretengáis,,no entretenga,no entretengan,entreteniendo,entretenido
to interview,entrevistar,Indicativo,Indicative,Presente,Present,"I interview, am interviewing",entrevisto,entrevistas,entrevista,entrevistamos,entrevistáis,entrevistan,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Futuro,Future,I will interview,entrevistaré,entrevistarás,entrevistará,entrevistaremos,entrevistaréis,entrevistarán,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Imperfecto,Imperfect,"I was interviewing, used to interview, interviewed",entrevistaba,entrevistabas,entrevistaba,entrevistábamos,entrevistabais,entrevistaban,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Pretérito,Preterite,I interviewed,entrevisté,entrevistaste,entrevistó,entrevistamos,entrevistasteis,entrevistaron,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Condicional,Conditional,I would interview,entrevistaría,entrevistarías,entrevistaría,entrevistaríamos,entrevistaríais,entrevistarían,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Presente perfecto,Present Perfect,I have interviewed,he entrevistado,has entrevistado,ha entrevistado,hemos entrevistado,habéis entrevistado,han entrevistado,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Futuro perfecto,Future Perfect,I will have interviewed,habré entrevistado,habrás entrevistado,habrá entrevistado,habremos entrevistado,habréis entrevistado,habrán entrevistado,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,I had interviewed,había entrevistado,habías entrevistado,había entrevistado,habíamos entrevistado,habíais entrevistado,habían entrevistado,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),I had interviewed,hube entrevistado,hubiste entrevistado,hubo entrevistado,hubimos entrevistado,hubisteis entrevistado,hubieron entrevistado,entrevistando,entrevistado
to interview,entrevistar,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,I would have interviewed,habría entrevistado,habrías entrevistado,habría entrevistado,habríamos entrevistado,habríais entrevistado,habrían entrevistado,entrevistando,entrevistado
to interview,entrevistar,Subjuntivo,Subjunctive,Presente,Present,"I interview, am interviewing",entreviste,entrevistes,entreviste,entrevistemos,entrevistéis,entrevisten,entrevistando,entrevistado
to interview,entrevistar,Subjuntivo,Subjunctive,Imperfecto,Imperfect,"I interviewed, was interviewing",entrevistara,entrevistaras,entrevistara,entrevistáramos,entrevistarais,entrevistaran,entrevistando,entrevistado
to interview,entrevistar,Subjuntivo,Subjunctive,Futuro,Future,I will interview,entrevistare,entrevistares,entrevistare,entrevistáremos,entrevistareis,entrevistaren,entrevistando,entrevistado
to interview,entrevistar,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,"I have interviewed, interviewed",haya entrevistado,hayas entrevistado,haya entrevistado,hayamos entrevistado,hayáis entrevistado,hayan entrevistado,entrevistando,entrevistado
to interview,entrevistar,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,I will have interviewed,hubiere entrevistado,hubieres entrevistado,hubiere entrevistado,hubiéremos entrevistado,hubiereis entrevistado,hubieren entrevistado,entrevistando,entrevistado
to interview,entrevistar,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,I had interviewed,hubiera entrevistado,hubieras entrevistado,hubiera entrevistado,hubiéramos entrevistado,hubierais entrevistado,hubieran entrevistado,entrevistando,entrevistado
to interview,entrevistar,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,Interview! Don't interview!,,entrevista,entrevistad,,entreviste,entrevisten,entrevistando,entrevistado
to interview,entrevistar,Imperativo Negativo,Imperative Negative,Presente,Present,Interview! Don't interview!,,no entrevistes,no entrevistéis,,no entreviste,no entrevisten,entrevistando,entrevistado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Presente,Present,"I excite, am exciting",entusiasmo,entusiasmas,entusiasma,entusiasmamos,entusiasmáis,entusiasman,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Futuro,Future,I will excite,entusiasmaré,entusiasmarás,entusiasmará,entusiasmaremos,entusiasmaréis,entusiasmarán,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Imperfecto,Imperfect,"I was exciting, used to excite, excited",entusiasmaba,entusiasmabas,entusiasmaba,entusiasmábamos,entusiasmabais,entusiasmaban,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Pretérito,Preterite,I excited,entusiasmé,entusiasmaste,entusiasmó,entusiasmamos,entusiasmasteis,entusiasmaron,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Condicional,Conditional,I would excite,entusiasmaría,entusiasmarías,entusiasmaría,entusiasmaríamos,entusiasmaríais,entusiasmarían,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Presente perfecto,Present Perfect,I have excited,he entusiasmado,has entusiasmado,ha entusiasmado,hemos entusiasmado,habéis entusiasmado,han entusiasmado,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Futuro perfecto,Future Perfect,I will have excited,habré entusiasmado,habrás entusiasmado,habrá entusiasmado,habremos entusiasmado,habréis entusiasmado,habrán entusiasmado,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,I had excited,había entusiasmado,habías entusiasmado,había entusiasmado,habíamos entusiasmado,habíais entusiasmado,habían entusiasmado,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),I had excited,hube entusiasmado,hubiste entusiasmado,hubo entusiasmado,hubimos entusiasmado,hubisteis entusiasmado,hubieron entusiasmado,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,I would have excited,habría entusiasmado,habrías entusiasmado,habría entusiasmado,habríamos entusiasmado,habríais entusiasmado,habrían entusiasmado,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Subjuntivo,Subjunctive,Presente,Present,"I excite, am exciting",entusiasme,entusiasmes,entusiasme,entusiasmemos,entusiasméis,entusiasmen,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Subjuntivo,Subjunctive,Imperfecto,Imperfect,"I excited, was exciting",entusiasmara,entusiasmaras,entusiasmara,entusiasmáramos,entusiasmarais,entusiasmaran,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Subjuntivo,Subjunctive,Futuro,Future,I will excite,entusiasmare,entusiasmares,entusiasmare,entusiasmáremos,entusiasmareis,entusiasmaren,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,"I have excited, excited",haya entusiasmado,hayas entusiasmado,haya entusiasmado,hayamos entusiasmado,hayáis entusiasmado,hayan entusiasmado,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,I will have excited,hubiere entusiasmado,hubieres entusiasmado,hubiere entusiasmado,hubiéremos entusiasmado,hubiereis entusiasmado,hubieren entusiasmado,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,I had excited,hubiera entusiasmado,hubieras entusiasmado,hubiera entusiasmado,hubiéramos entusiasmado,hubierais entusiasmado,hubieran entusiasmado,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,Excite! Don't excite!,,entusiasma,entusiasmad,,entusiasme,entusiasmen,entusiasmando,entusiasmado
to excite to fill with excitement or enthusiasm,entusiasmar,Imperativo Negativo,Imperative Negative,Presente,Present,Excite! Don't excite!,,no entusiasmes,no entusiasméis,,no entusiasme,no entusiasmen,entusiasmando,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Presente,Present,"I get excited, am getting excited",me entusiasmo,te entusiasmas,se entusiasma,nos entusiasmamos,os entusiasmáis,se entusiasman,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Futuro,Future,I will get excited,me entusiasmaré,te entusiasmarás,se entusiasmará,nos entusiasmaremos,os entusiasmaréis,se entusiasmarán,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Imperfecto,Imperfect,"I was getting excited, used to get excited, got excited",me entusiasmaba,te entusiasmabas,se entusiasmaba,nos entusiasmábamos,os entusiasmabais,se entusiasmaban,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Pretérito,Preterite,I got excited,me entusiasmé,te entusiasmaste,se entusiasmó,nos entusiasmamos,os entusiasmasteis,se entusiasmaron,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Condicional,Conditional,I would get excited,me entusiasmaría,te entusiasmarías,se entusiasmaría,nos entusiasmaríamos,os entusiasmaríais,se entusiasmarían,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Presente perfecto,Present Perfect,I have gotten excited,me he entusiasmado,te has entusiasmado,se ha entusiasmado,nos hemos entusiasmado,os habéis entusiasmado,se han entusiasmado,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Futuro perfecto,Future Perfect,I will have gotten excited,me habré entusiasmado,te habrás entusiasmado,se habrá entusiasmado,nos habremos entusiasmado,os habréis entusiasmado,se habrán entusiasmado,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,I had gotten excited,me había entusiasmado,te habías entusiasmado,se había entusiasmado,nos habíamos entusiasmado,os habíais entusiasmado,se habían entusiasmado,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),I had gotten excited,me hube entusiasmado,te hubiste entusiasmado,se hubo entusiasmado,nos hubimos entusiasmado,os hubisteis entusiasmado,se hubieron entusiasmado,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,I would have gotten excited,me habría entusiasmado,te habrías entusiasmado,se habría entusiasmado,nos habríamos entusiasmado,os habríais entusiasmado,se habrían entusiasmado,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Subjuntivo,Subjunctive,Presente,Present,"I get excited, am getting excited",me entusiasme,te entusiasmes,se entusiasme,nos entusiasmemos,os entusiasméis,se entusiasmen,entusiasmándose,entusiasmado
"to get excited, become excited filled with excitement or enthusiasm",entusiasmarse,Subjuntivo,Subjunctive,Imperfecto,Imperfect,"I got excited, was getting excited",me entusiasmara,te entusiasmaras,se entusiasmara,nos entusiasmáramos,os entusiasmarais,se entusiasmaran,entusiasmándose,entusiasmado
